LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet,Latitude,Longitude
LINC-103069,CGL-203069,"9676 Memorial Dr NE, Calgary, AB",Seton,Detached,2,1.1,438935,2002,2829,51.02654,-113.91256
LINC-103070,CGL-203070,"9104 17 Ave SW, Calgary, AB",Beltline,Condo,2,3.0,531686,2013,817,51.14337,-113.97224
LINC-103071,CGL-203071,"1092 Centre St N, Calgary, AB",Signal Hill,Detached,1,2.4,1176456,1952,1384,50.900155,-114.08808
LINC-103072,CGL-203072,"1417 Centre St N, Calgary, AB",Brentwood,Condo,1,3.7,968537,1951,634,50.878875,-114.1788
LINC-103073,CGL-203073,"4871 Crowchild Trail NW, Calgary, AB",Brentwood,Detached,2,2.2,731126,1973,1539,50.92882,-114.0498
LINC-103074,CGL-203074,"4681 Centre St N, Calgary, AB",Signal Hill,Detached,1,3.6,711970,1970,2806,50.955455,-114.2342
LINC-103075,CGL-203075,"4665 Memorial Dr NE, Calgary, AB",Mahogany,Condo,2,3.7,255588,2019,1410,51.12559,-113.91916
LINC-103076,CGL-203076,"9321 17 Ave SW, Calgary, AB",Panorama Hills,Condo,3,1.8,413864,1994,3022,51.070745,-114.22592
LINC-103077,CGL-203077,"9111 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,5,1.7,884085,1978,1021,50.92504,-114.00048
LINC-103079,CGL-203079,"2031 Memorial Dr NE, Calgary, AB",Mahogany,Detached,3,3.0,562963,2022,2258,50.878035,-113.95612
LINC-103080,CGL-203080,"1074 8 Ave NE, Calgary, AB",Seton,Condo,4,2.4,927256,1992,1203,51.144385,-114.20648
LINC-103081,CGL-203081,"7532 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,3,2.1,465386,2012,1584,50.902815,-114.02872
LINC-103082,CGL-203082,"9707 MacLeod Trail SE, Calgary, AB",Beltline,Condo,1,2.5,822660,2005,1734,50.967005,-113.93692
LINC-103083,CGL-203083,"145 Centre St N, Calgary, AB",Panorama Hills,Condo,3,3.3,1137606,1952,1194,51.117855,-114.0962
LINC-103084,CGL-203084,"830 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,1,2.7,1133325,1971,2937,50.934315,-113.91992
LINC-103085,CGL-203085,"861 8 Ave NE, Calgary, AB",Brentwood,Detached,3,3.3,563831,1980,3038,51.14505,-114.20832
LINC-103086,CGL-203086,"633 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,5,3.7,863187,1978,1210,51.08485,-114.28456
LINC-103087,CGL-203087,"2670 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,2,1.5,425922,1981,1964,50.960425,-114.12252
LINC-103088,CGL-203088,"1201 17 Ave SW, Calgary, AB",Brentwood,Condo,3,2.0,312263,1964,3032,51.089155,-114.25064
LINC-103089,CGL-203089,"3806 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,1,1.7,674484,2014,2770,50.992415,-113.99524
LINC-103090,CGL-203090,"9279 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,5,1.6,1063448,1981,1289,50.8906,-114.18936
LINC-103091,CGL-203091,"2757 MacLeod Trail SE, Calgary, AB",Seton,Detached,4,3.8,870857,2004,1041,50.9389,-114.25188
LINC-103092,CGL-203092,"218 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,3,2.7,1026385,2018,3142,51.08905,-114.25388
LINC-103093,CGL-203093,"3876 17 Ave SW, Calgary, AB",Brentwood,Condo,3,1.3,1172436,1957,2319,51.062695,-114.0986
LINC-103094,CGL-203094,"5561 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,3,3.7,891443,1967,731,51.1629,-114.15512
LINC-103095,CGL-203095,"2031 8 Ave NE, Calgary, AB",Brentwood,Condo,4,1.6,754493,2008,1765,50.935575,-113.94444
LINC-103096,CGL-203096,"9733 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,1,3.7,652580,1973,2938,51.113165,-113.9818
LINC-103097,CGL-203097,"4494 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,2,3.7,608505,1962,2900,50.899175,-114.09268
LINC-103098,CGL-203098,"2269 8 Ave NE, Calgary, AB",Mahogany,Condo,1,3.1,354726,2011,2025,51.118625,-113.91304
LINC-103099,CGL-203099,"3903 Elbow Dr SW, Calgary, AB",Mahogany,Detached,4,3.6,537382,2010,1804,51.117505,-114.01712
LINC-103100,CGL-203100,"2576 Elbow Dr SW, Calgary, AB",Seton,Townhouse,4,1.8,357883,1968,3372,50.9186,-114.2036
LINC-103101,CGL-203101,"516 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,4,3.4,489671,1953,518,51.00988,-114.24244
LINC-103102,CGL-203102,"9456 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,5,3.7,580726,1967,1607,50.876145,-114.1388
LINC-103103,CGL-203103,"1100 8 Ave NE, Calgary, AB",Brentwood,Townhouse,1,1.2,974653,1979,1859,50.89277,-114.22812
LINC-103104,CGL-203104,"5910 17 Ave SW, Calgary, AB",Tuscany,Detached,3,1.6,1059388,1967,911,50.87709,-113.93928
LINC-103105,CGL-203105,"9633 Elbow Dr SW, Calgary, AB",Beltline,Condo,2,3.0,301767,2016,2308,50.853045,-114.0724
LINC-103106,CGL-203106,"8048 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,2,1.8,884875,1966,2033,51.10879,-114.12812
LINC-103108,CGL-203108,"5364 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,5,1.5,257784,1988,2723,51.12454,-113.97428
LINC-103109,CGL-203109,"8015 Centre St N, Calgary, AB",Beltline,Condo,4,2.9,1119809,2023,1312,50.96039,-114.1114
LINC-103110,CGL-203110,"3523 8 Ave NE, Calgary, AB",Seton,Detached,5,2.8,835304,2005,1951,51.01198,-113.91548
LINC-103111,CGL-203111,"1660 MacLeod Trail SE, Calgary, AB",Seton,Townhouse,1,1.5,739968,2019,3225,50.969735,-114.00216
LINC-103112,CGL-203112,"4848 Centre St N, Calgary, AB",Tuscany,Detached,5,2.0,777912,1995,2659,51.014045,-114.0662
LINC-103113,CGL-203113,"8790 8 Ave NE, Calgary, AB",Seton,Townhouse,5,1.5,1062476,1991,3365,51.185055,-113.94164
LINC-103114,CGL-203114,"7263 Elbow Dr SW, Calgary, AB",Seton,Condo,2,2.2,430251,1952,2580,51.080195,-114.05712
LINC-103115,CGL-203115,"4460 Centre St N, Calgary, AB",Mahogany,Detached,5,3.3,630017,1989,1387,51.129125,-113.92764
LINC-103116,CGL-203116,"5324 Elbow Dr SW, Calgary, AB",Tuscany,Detached,5,2.2,832430,1970,1207,50.88591,-114.03764
LINC-103117,CGL-203117,"3107 Memorial Dr NE, Calgary, AB",Tuscany,Detached,1,2.6,619799,2001,1188,51.14302,-113.91064
LINC-103118,CGL-203118,"5013 Centre St N, Calgary, AB",Brentwood,Townhouse,4,1.6,1047420,1982,1238,50.975755,-113.91724
LINC-103119,CGL-203119,"308 17 Ave SW, Calgary, AB",Seton,Detached,2,1.7,536813,1961,1677,51.16073,-114.0106
LINC-103120,CGL-203120,"9434 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,1,3.4,884896,2003,2115,51.03095,-114.09464
LINC-103121,CGL-203121,"2889 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,1,1.4,667859,1950,1574,50.925565,-114.24292
LINC-103122,CGL-203122,"5714 Memorial Dr NE, Calgary, AB",Seton,Detached,5,2.1,453639,1973,773,50.858435,-114.217
LINC-103123,CGL-203123,"7918 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,1,1.1,492849,1959,704,50.90537,-113.97896
LINC-103124,CGL-203124,"1482 Crowchild Trail NW, Calgary, AB",Brentwood,Detached,3,3.3,814913,1972,1050,50.97418,-113.99548
LINC-103125,CGL-203125,"2726 MacLeod Trail SE, Calgary, AB",Seton,Condo,1,1.3,870637,1978,2065,50.85504,-113.9662
LINC-103126,CGL-203126,"194 Elbow Dr SW, Calgary, AB",Beltline,Condo,1,3.8,400540,2009,2490,50.915485,-114.10024
LINC-103127,CGL-203127,"710 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,4,1.3,968366,2003,724,51.08072,-114.10424
LINC-103128,CGL-203128,"7866 Centre St N, Calgary, AB",Seton,Detached,4,1.8,993137,2017,3421,50.868935,-113.99372
LINC-103129,CGL-203129,"5899 17 Ave SW, Calgary, AB",Beltline,Townhouse,3,1.7,431890,1975,1611,50.909815,-114.11476
LINC-103130,CGL-203130,"7041 17 Ave SW, Calgary, AB",Mahogany,Condo,2,3.6,956002,1964,1342,50.866555,-114.19052
LINC-103131,CGL-203131,"3347 Memorial Dr NE, Calgary, AB",Mahogany,Detached,1,2.9,1081063,1983,1659,51.00932,-114.06068
LINC-103132,CGL-203132,"1626 Centre St N, Calgary, AB",Tuscany,Detached,2,3.1,657989,1994,1630,51.19104,-114.29068
LINC-103133,CGL-203133,"4813 17 Ave SW, Calgary, AB",Panorama Hills,Detached,4,1.5,742692,1999,2643,51.090485,-114.06092
LINC-103134,CGL-203134,"6031 Centre St N, Calgary, AB",Mahogany,Detached,4,3.6,468552,1982,2975,50.948175,-113.99424
LINC-103136,CGL-203136,"5470 Memorial Dr NE, Calgary, AB",Tuscany,Detached,5,2.7,270733,1961,2525,50.942015,-114.20536
LINC-103137,CGL-203137,"9350 8 Ave NE, Calgary, AB",Brentwood,Condo,2,1.1,426894,1986,2795,50.888465,-114.1902
LINC-103138,CGL-203138,"3691 Centre St N, Calgary, AB",Tuscany,Condo,3,1.2,770314,1971,1397,51.054575,-113.93308
LINC-103139,CGL-203139,"4501 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,2,2.5,657603,2023,1546,51.127305,-114.00536
LINC-103140,CGL-203140,"7450 Crowchild Trail NW, Calgary, AB",Seton,Detached,2,2.1,557675,2018,2014,51.181065,-114.1004
LINC-103141,CGL-203141,"3792 Centre St N, Calgary, AB",Seton,Detached,4,2.7,293476,1985,3318,51.036165,-114.26396
LINC-103142,CGL-203142,"7761 8 Ave NE, Calgary, AB",Brentwood,Townhouse,4,3.2,529152,1958,3174,51.08499,-114.1958
LINC-103144,CGL-203144,"4489 8 Ave NE, Calgary, AB",Beltline,Condo,3,1.7,1068130,1952,633,51.18824,-114.01732
LINC-103146,CGL-203146,"5092 Centre St N, Calgary, AB",Seton,Townhouse,4,3.2,557861,1978,2366,51.062065,-114.29728
LINC-103147,CGL-203147,"8377 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,2,2.4,665424,1998,837,50.866135,-114.0202
LINC-103148,CGL-203148,"8983 Memorial Dr NE, Calgary, AB",Mahogany,Townhouse,3,3.6,518862,2003,2414,51.00834,-114.0636
LINC-103149,CGL-203149,"2252 Elbow Dr SW, Calgary, AB",Mahogany,Detached,4,2.7,1098439,1958,2006,50.91594,-114.0236
LINC-103151,CGL-203151,"1079 8 Ave NE, Calgary, AB",Mahogany,Condo,2,2.7,365339,1951,2617,50.907645,-114.22964
LINC-103152,CGL-203152,"5147 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,4,2.9,1128316,2021,2077,51.05664,-113.9892
LINC-103153,CGL-203153,"434 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,4,3.3,699214,1954,1882,50.870405,-113.90152
LINC-103154,CGL-203154,"698 8 Ave NE, Calgary, AB",Panorama Hills,Detached,4,1.8,695441,2015,1506,50.884405,-113.97088
LINC-103155,CGL-203155,"3561 17 Ave SW, Calgary, AB",Mahogany,Condo,4,3.0,273334,2001,2429,51.17326,-114.03268
LINC-103156,CGL-203156,"2070 Crowchild Trail NW, Calgary, AB",Brentwood,Detached,2,2.3,1180980,2010,2853,50.959865,-114.22072
LINC-103157,CGL-203157,"4707 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,1,3.3,724084,2015,3150,50.900855,-114.28536
LINC-103158,CGL-203158,"8407 Centre St N, Calgary, AB",Tuscany,Detached,5,3.3,959102,1955,2086,51.045615,-113.9338
LINC-103159,CGL-203159,"7812 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,4,1.6,962756,1971,3352,51.035675,-114.14012
LINC-103160,CGL-203160,"8538 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,4,4.0,275239,1990,3111,51.02871,-114.12336
LINC-103162,CGL-203162,"7561 17 Ave SW, Calgary, AB",Tuscany,Townhouse,5,2.3,984169,1959,2732,51.191215,-114.19632
LINC-103163,CGL-203163,"6677 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,1,2.2,465936,1973,750,50.877475,-114.03484
LINC-103164,CGL-203164,"1242 Centre St N, Calgary, AB",Seton,Detached,5,3.8,959011,1951,2443,50.97593,-114.20616
LINC-103165,CGL-203165,"3240 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,2,3.3,783693,1960,3256,51.076695,-114.19948
LINC-103166,CGL-203166,"9383 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,4,1.4,411395,2003,3377,50.9179,-113.93024
LINC-103167,CGL-203167,"5389 Memorial Dr NE, Calgary, AB",Brentwood,Detached,4,1.3,1023364,1950,2686,50.997245,-113.92412
LINC-103168,CGL-203168,"7028 Memorial Dr NE, Calgary, AB",Seton,Condo,5,1.8,674909,1987,1146,51.053665,-113.93756
LINC-103169,CGL-203169,"594 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,5,2.6,947165,1980,856,50.868655,-114.1552
LINC-103170,CGL-203170,"3989 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,5,3.1,368441,1986,1969,51.15002,-114.21364
LINC-103171,CGL-203171,"9366 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,1,4.0,877902,1972,760,51.05755,-114.12548
LINC-103172,CGL-203172,"5670 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,2,1.0,521018,2017,1165,51.017055,-113.98528
LINC-103173,CGL-203173,"4549 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,3,3.0,507276,1956,3356,51.196395,-114.04356
LINC-103174,CGL-203174,"2503 Memorial Dr NE, Calgary, AB",Seton,Townhouse,1,2.4,814948,1964,2196,50.86078,-114.20056
LINC-103175,CGL-203175,"7824 Crowchild Trail NW, Calgary, AB",Seton,Detached,4,2.9,922025,1984,3216,50.89081,-114.01476
LINC-103176,CGL-203176,"3733 Elbow Dr SW, Calgary, AB",Beltline,Condo,5,2.7,1042309,1956,921,51.065495,-114.04188
LINC-103177,CGL-203177,"6319 Elbow Dr SW, Calgary, AB",Seton,Condo,5,3.8,940141,1968,3178,51.150475,-113.95192
LINC-103178,CGL-203178,"8472 17 Ave SW, Calgary, AB",Tuscany,Detached,2,3.8,1062343,1955,968,50.889095,-113.94424
LINC-103179,CGL-203179,"7898 17 Ave SW, Calgary, AB",Signal Hill,Detached,4,2.9,294597,2007,696,50.931305,-113.97604
LINC-103180,CGL-203180,"3435 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,5,1.1,921740,1958,2360,51.049885,-114.1858
LINC-103182,CGL-203182,"4949 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,3,3.3,281657,1952,2374,51.03466,-114.06088
LINC-103183,CGL-203183,"2513 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,5,3.9,842389,1973,3127,51.019505,-114.11844
LINC-103184,CGL-203184,"7750 Elbow Dr SW, Calgary, AB",Tuscany,Detached,1,2.3,252288,2004,2926,50.991575,-113.95516
LINC-103185,CGL-203185,"1940 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,1,1.5,745187,2001,2105,50.917865,-114.23308
LINC-103186,CGL-203186,"2269 17 Ave SW, Calgary, AB",Signal Hill,Detached,5,1.4,267556,1980,3059,51.054995,-114.28112
LINC-103187,CGL-203187,"2066 Centre St N, Calgary, AB",Beltline,Townhouse,2,4.0,691743,1974,3254,50.90103,-114.05272
LINC-103188,CGL-203188,"4434 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,3,3.4,650016,1973,3129,51.123455,-114.07012
LINC-103189,CGL-203189,"4246 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,4,3.7,335168,1972,544,50.92742,-114.04088
LINC-103190,CGL-203190,"4937 Memorial Dr NE, Calgary, AB",Panorama Hills,Townhouse,2,1.9,939574,1997,1380,51.109525,-114.228
LINC-103191,CGL-203191,"6781 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,1,3.8,413798,1978,2378,51.18264,-114.04584
LINC-103192,CGL-203192,"6067 8 Ave NE, Calgary, AB",Beltline,Detached,5,3.7,847558,2007,2159,50.9858,-114.11804
LINC-103193,CGL-203193,"1063 8 Ave NE, Calgary, AB",Signal Hill,Condo,4,1.0,1040851,1987,1492,50.97488,-114.13964
LINC-103194,CGL-203194,"6251 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,3,1.1,622097,1978,3360,50.931585,-113.9464
LINC-103195,CGL-203195,"7061 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,5,3.4,1078136,1997,1640,50.872925,-113.96016
LINC-103196,CGL-203196,"366 8 Ave NE, Calgary, AB",Seton,Condo,3,3.5,1192524,2015,2739,51.036935,-113.90316
LINC-103197,CGL-203197,"2506 17 Ave SW, Calgary, AB",Tuscany,Townhouse,5,2.4,772623,1981,2620,51.02472,-114.24708
LINC-103198,CGL-203198,"6152 MacLeod Trail SE, Calgary, AB",Panorama Hills,Condo,4,1.5,457183,1966,1445,51.126115,-113.99576
LINC-103199,CGL-203199,"7110 17 Ave SW, Calgary, AB",Mahogany,Condo,4,2.8,905285,2017,2170,50.864385,-114.1756
LINC-103200,CGL-203200,"4748 Crowchild Trail NW, Calgary, AB",Beltline,Detached,3,2.7,844487,2012,3230,50.952515,-113.90976
LINC-103201,CGL-203201,"2953 8 Ave NE, Calgary, AB",Panorama Hills,Detached,3,1.6,799909,1999,1255,51.016425,-114.10532
LINC-103202,CGL-203202,"2816 Centre St N, Calgary, AB",Signal Hill,Townhouse,2,1.0,687206,2000,797,51.13917,-113.97152
LINC-103203,CGL-203203,"7533 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,2,1.6,611499,1998,2999,50.95745,-114.20108
LINC-103204,CGL-203204,"9766 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,5,3.7,882503,2020,1515,51.037285,-113.954
LINC-103205,CGL-203205,"3628 MacLeod Trail SE, Calgary, AB",Seton,Townhouse,4,3.6,669238,2021,2608,50.989475,-114.06464
LINC-103206,CGL-203206,"7702 Elbow Dr SW, Calgary, AB",Mahogany,Condo,5,1.6,1068926,2005,550,50.93358,-113.9584
LINC-103207,CGL-203207,"5033 17 Ave SW, Calgary, AB",Brentwood,Condo,5,1.5,798675,1982,2990,51.060805,-114.16468
LINC-103208,CGL-203208,"4147 17 Ave SW, Calgary, AB",Tuscany,Detached,5,2.6,448809,1960,1133,51.13112,-114.0054
LINC-103209,CGL-203209,"2165 Centre St N, Calgary, AB",Beltline,Detached,1,3.7,553660,1988,703,50.896585,-114.05552
LINC-103210,CGL-203210,"7741 Centre St N, Calgary, AB",Brentwood,Townhouse,1,3.9,569773,1979,638,51.199335,-114.0736
LINC-103211,CGL-203211,"4757 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,2,1.9,267493,1976,2615,51.038965,-113.9892
LINC-103212,CGL-203212,"9519 Centre St N, Calgary, AB",Tuscany,Detached,5,2.4,284783,2019,2280,50.912265,-113.93132
LINC-103213,CGL-203213,"5461 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,3,1.5,1074080,1967,1715,51.163285,-114.23636
LINC-103214,CGL-203214,"286 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,2,1.2,441523,1979,1879,51.083275,-114.03272
LINC-103215,CGL-203215,"3903 17 Ave SW, Calgary, AB",Signal Hill,Condo,4,2.3,1089279,1963,3049,51.03858,-114.19636
LINC-103216,CGL-203216,"4376 Crowchild Trail NW, Calgary, AB",Signal Hill,Condo,2,3.7,845994,2019,639,50.964765,-113.90368
LINC-103217,CGL-203217,"6162 Centre St N, Calgary, AB",Signal Hill,Detached,1,1.3,940887,1996,1507,51.113935,-114.22088
LINC-103218,CGL-203218,"145 Centre St N, Calgary, AB",Signal Hill,Condo,4,1.3,801752,2005,2842,51.117855,-114.0962
LINC-103219,CGL-203219,"5559 Centre St N, Calgary, AB",Brentwood,Townhouse,3,3.5,257054,1989,1515,50.89347,-114.1018
LINC-103220,CGL-203220,"5135 Centre St N, Calgary, AB",Tuscany,Detached,2,2.0,326066,1974,2474,51.176795,-113.91324
LINC-103221,CGL-203221,"5273 Memorial Dr NE, Calgary, AB",Mahogany,Detached,1,1.2,764003,2013,1304,50.884965,-114.27964
LINC-103222,CGL-203222,"2878 17 Ave SW, Calgary, AB",Mahogany,Condo,1,1.7,340346,2023,3216,50.88829,-114.13052
LINC-103223,CGL-203223,"3038 17 Ave SW, Calgary, AB",Brentwood,Townhouse,3,3.5,1030361,1959,2919,51.12979,-113.95652
LINC-103224,CGL-203224,"3348 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,2,2.4,449100,1988,3497,51.08436,-113.96416
LINC-103225,CGL-203225,"3112 Memorial Dr NE, Calgary, AB",Tuscany,Condo,3,3.5,550533,2020,2994,51.0957,-114.21252
LINC-103226,CGL-203226,"101 Memorial Dr NE, Calgary, AB",Tuscany,Condo,4,1.1,1036214,2018,2203,50.913735,-114.00024
LINC-103227,CGL-203227,"2208 Memorial Dr NE, Calgary, AB",Brentwood,Condo,1,3.8,1177837,1950,3333,51.118835,-114.03452
LINC-103228,CGL-203228,"7807 Centre St N, Calgary, AB",Tuscany,Detached,5,1.2,744106,1954,3318,50.97565,-113.9242
LINC-103229,CGL-203229,"9231 Memorial Dr NE, Calgary, AB",Seton,Condo,1,2.4,500496,1971,2704,51.08583,-113.93092
LINC-103231,CGL-203231,"1302 Crowchild Trail NW, Calgary, AB",Seton,Condo,5,1.0,613139,2019,823,50.88185,-114.0016
LINC-103232,CGL-203232,"1663 MacLeod Trail SE, Calgary, AB",Seton,Condo,3,1.8,1089664,2000,3240,51.056605,-113.97812
LINC-103233,CGL-203233,"6092 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,1,3.8,299168,2012,2436,50.911915,-114.1402
LINC-103234,CGL-203234,"144 17 Ave SW, Calgary, AB",Tuscany,Detached,5,1.7,1119138,1951,3436,50.97285,-114.279
LINC-103235,CGL-203235,"5203 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,5,1.8,269267,1981,2974,50.93323,-114.24208
LINC-103236,CGL-203236,"9044 8 Ave NE, Calgary, AB",Brentwood,Detached,5,1.1,469158,1998,2112,50.862915,-114.03664
LINC-103237,CGL-203237,"2726 Memorial Dr NE, Calgary, AB",Panorama Hills,Townhouse,1,1.7,639804,2019,2771,50.85994,-114.26896
LINC-103239,CGL-203239,"2583 Centre St N, Calgary, AB",Tuscany,Detached,5,3.1,344941,1998,1657,50.89445,-113.94724
LINC-103240,CGL-203240,"7265 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,2,3.2,609185,2003,1041,51.155235,-113.91048
LINC-103241,CGL-203241,"3378 17 Ave SW, Calgary, AB",Brentwood,Townhouse,4,1.9,1141294,1952,2560,51.151,-114.06364
LINC-103242,CGL-203242,"8410 17 Ave SW, Calgary, AB",Seton,Condo,4,1.1,1004800,2021,2478,50.914225,-113.96856
LINC-103243,CGL-203243,"797 Crowchild Trail NW, Calgary, AB",Brentwood,Detached,1,2.8,895014,1961,2715,51.11698,-114.19964
LINC-103244,CGL-203244,"4722 Memorial Dr NE, Calgary, AB",Brentwood,Detached,1,1.6,1147747,1968,2096,51.12867,-114.00588
LINC-103245,CGL-203245,"6302 17 Ave SW, Calgary, AB",Beltline,Condo,5,1.8,604946,2021,692,51.114775,-114.16808
LINC-103246,CGL-203246,"5718 8 Ave NE, Calgary, AB",Seton,Condo,2,1.6,375100,1964,2933,50.995635,-114.1412
LINC-103247,CGL-203247,"6707 17 Ave SW, Calgary, AB",Tuscany,Condo,2,1.4,578769,1978,2960,51.004735,-114.07512
LINC-103248,CGL-203248,"7806 Elbow Dr SW, Calgary, AB",Beltline,Condo,4,3.9,631008,1985,1713,50.946145,-114.1572
LINC-103249,CGL-203249,"7968 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,5,3.0,961890,1967,3123,50.89655,-114.194
LINC-103250,CGL-203250,"3322 17 Ave SW, Calgary, AB",Mahogany,Detached,3,2.2,326995,2023,1888,51.004315,-114.08
LINC-103251,CGL-203251,"4095 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,4,3.4,678001,1966,2168,51.15268,-113.92544
LINC-103252,CGL-203252,"3045 8 Ave NE, Calgary, AB",Tuscany,Townhouse,5,2.1,252910,1996,1450,51.041135,-113.98604
LINC-103253,CGL-203253,"322 8 Ave NE, Calgary, AB",Panorama Hills,Condo,1,3.2,565838,1952,1031,51.0243,-114.26224
LINC-103254,CGL-203254,"6227 Centre St N, Calgary, AB",Seton,Townhouse,4,1.0,657121,2016,2143,51.087895,-114.02484
LINC-103255,CGL-203255,"893 MacLeod Trail SE, Calgary, AB",Seton,Detached,4,1.7,665473,2000,1477,50.925705,-113.92992
LINC-103256,CGL-203256,"7210 Memorial Dr NE, Calgary, AB",Beltline,Condo,1,1.4,806690,1961,3150,51.11971,-114.15428
LINC-103257,CGL-203257,"7127 MacLeod Trail SE, Calgary, AB",Seton,Detached,5,2.6,376545,1951,1386,51.044145,-114.25436
LINC-103258,CGL-203258,"9711 17 Ave SW, Calgary, AB",Signal Hill,Detached,2,1.2,1026764,1980,3117,50.885105,-114.07072
LINC-103259,CGL-203259,"572 8 Ave NE, Calgary, AB",Tuscany,Detached,1,2.8,605432,1970,3320,51.114705,-114.05424
LINC-103260,CGL-203260,"3377 Memorial Dr NE, Calgary, AB",Mahogany,Condo,5,2.4,876477,1996,1447,51.16976,-114.19164
LINC-103261,CGL-203261,"1936 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,4,1.1,903557,2018,2262,50.969665,-114.20076
LINC-103262,CGL-203262,"804 8 Ave NE, Calgary, AB",Seton,Condo,3,3.8,766944,1987,3209,50.941175,-113.96632
LINC-103263,CGL-203263,"5370 MacLeod Trail SE, Calgary, AB",Seton,Condo,5,3.9,295974,1990,1670,50.85301,-114.23156
LINC-103264,CGL-203264,"9223 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,3,3.8,486064,2015,870,50.99553,-114.29752
LINC-103265,CGL-203265,"2137 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,5,1.4,824644,1999,1924,51.194225,-114.1624
LINC-103266,CGL-203266,"5840 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,3,3.3,667476,2001,1142,51.051285,-114.02732
LINC-103267,CGL-203267,"2850 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,3,1.4,767287,2013,714,51.159365,-113.94072
