LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet
LINC-102325,CGL-202325,"7763 Centre St N, Calgary, AB",Signal Hill,Townhouse,3,2.1,449635,1977,2332
LINC-102326,CGL-202326,"1317 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,3,1.8,301573,1971,2870
LINC-102327,CGL-202327,"5392 17 Ave SW, Calgary, AB",Brentwood,Condo,3,2.5,1107170,1962,2266
LINC-102328,CGL-202328,"4612 MacLeod Trail SE, Calgary, AB",Beltline,Detached,4,1.6,512276,1963,2131
LINC-102329,CGL-202329,"7807 Crowchild Trail NW, Calgary, AB",Beltline,Detached,4,3.2,773929,2015,1197
LINC-102330,CGL-202330,"3158 17 Ave SW, Calgary, AB",Beltline,Detached,1,3.6,1187706,2018,1247
LINC-102331,CGL-202331,"1776 Elbow Dr SW, Calgary, AB",Brentwood,Condo,5,3.8,690263,1971,2845
LINC-102332,CGL-202332,"9047 MacLeod Trail SE, Calgary, AB",Panorama Hills,Condo,5,2.3,1044693,2004,1448
LINC-102333,CGL-202333,"8936 8 Ave NE, Calgary, AB",Beltline,Townhouse,2,2.6,583910,2002,619
LINC-102334,CGL-202334,"5645 8 Ave NE, Calgary, AB",Signal Hill,Condo,1,2.5,986959,2019,3445
LINC-102335,CGL-202335,"7123 Centre St N, Calgary, AB",Panorama Hills,Detached,4,2.4,314056,2001,2533
LINC-102336,CGL-202336,"3965 Centre St N, Calgary, AB",Signal Hill,Detached,1,2.1,252360,1998,2714
LINC-102337,CGL-202337,"2453 17 Ave SW, Calgary, AB",Panorama Hills,Detached,2,1.7,616271,1991,3260
LINC-102338,CGL-202338,"2708 17 Ave SW, Calgary, AB",Mahogany,Townhouse,3,1.0,601326,2019,2332
LINC-102339,CGL-202339,"1818 Elbow Dr SW, Calgary, AB",Tuscany,Condo,5,1.5,326401,2016,3167
LINC-102340,CGL-202340,"2954 17 Ave SW, Calgary, AB",Signal Hill,Detached,3,2.7,728911,1955,2783
LINC-102341,CGL-202341,"9776 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,3,1.7,903721,2019,1682
LINC-102342,CGL-202342,"9057 Memorial Dr NE, Calgary, AB",Beltline,Detached,2,3.7,289623,1992,638
LINC-102343,CGL-202343,"3865 Elbow Dr SW, Calgary, AB",Seton,Townhouse,4,3.9,877282,1982,2578
LINC-102344,CGL-202344,"4881 Elbow Dr SW, Calgary, AB",Brentwood,Condo,5,2.0,1021148,2015,2767
LINC-102345,CGL-202345,"1181 Elbow Dr SW, Calgary, AB",Beltline,Condo,3,2.4,822199,2014,2375
LINC-102346,CGL-202346,"686 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,1,2.1,437739,1980,2728
LINC-102347,CGL-202347,"6680 Centre St N, Calgary, AB",Mahogany,Condo,2,2.6,938627,1973,607
LINC-102348,CGL-202348,"7505 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,5,1.2,908315,2009,2527
LINC-102349,CGL-202349,"8819 Centre St N, Calgary, AB",Mahogany,Townhouse,2,3.6,852504,2005,2571
LINC-102350,CGL-202350,"8246 Elbow Dr SW, Calgary, AB",Seton,Detached,2,2.0,854823,1975,2523
LINC-102351,CGL-202351,"725 Memorial Dr NE, Calgary, AB",Panorama Hills,Townhouse,3,3.0,250686,2001,3135
LINC-102352,CGL-202352,"3151 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,3,1.2,532410,1953,3217
LINC-102353,CGL-202353,"6004 Memorial Dr NE, Calgary, AB",Mahogany,Condo,5,2.0,728816,2022,656
LINC-102354,CGL-202354,"601 Elbow Dr SW, Calgary, AB",Beltline,Detached,3,3.7,434452,1993,2034
LINC-102355,CGL-202355,"4496 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,4,2.4,663209,1975,1074
LINC-102356,CGL-202356,"5883 Memorial Dr NE, Calgary, AB",Seton,Townhouse,3,1.6,508604,1967,3299
LINC-102357,CGL-202357,"8827 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,4,3.5,482990,1974,2737
LINC-102358,CGL-202358,"9481 17 Ave SW, Calgary, AB",Tuscany,Condo,2,1.8,967718,1991,1264
LINC-102359,CGL-202359,"8833 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,4,1.5,610029,1999,1186
LINC-102360,CGL-202360,"9528 8 Ave NE, Calgary, AB",Mahogany,Townhouse,2,3.6,483067,1993,2669
LINC-102361,CGL-202361,"6162 17 Ave SW, Calgary, AB",Brentwood,Townhouse,1,2.7,660223,1997,1998
LINC-102362,CGL-202362,"520 Elbow Dr SW, Calgary, AB",Mahogany,Townhouse,3,3.9,1141417,2021,1828
LINC-102363,CGL-202363,"356 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,3,3.5,485097,1950,1295
LINC-102364,CGL-202364,"5123 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,5,3.5,328129,1964,2471
LINC-102365,CGL-202365,"9914 Centre St N, Calgary, AB",Brentwood,Detached,2,2.6,988916,1992,2883
LINC-102366,CGL-202366,"3966 MacLeod Trail SE, Calgary, AB",Seton,Detached,1,3.5,470395,2000,1759
LINC-102367,CGL-202367,"1545 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,1,2.0,593687,1975,939
LINC-102368,CGL-202368,"3648 Elbow Dr SW, Calgary, AB",Brentwood,Condo,5,3.7,1107251,2003,2449
LINC-102369,CGL-202369,"8693 17 Ave SW, Calgary, AB",Brentwood,Condo,4,3.6,298016,1952,3042
LINC-102370,CGL-202370,"4454 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,1,1.9,1057151,1961,644
LINC-102371,CGL-202371,"5897 8 Ave NE, Calgary, AB",Mahogany,Condo,5,2.6,377940,2017,2436
LINC-102372,CGL-202372,"9299 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,2,3.3,257053,1984,1978
LINC-102373,CGL-202373,"2226 8 Ave NE, Calgary, AB",Seton,Townhouse,5,2.7,1054243,1994,2147
LINC-102374,CGL-202374,"2767 8 Ave NE, Calgary, AB",Tuscany,Townhouse,4,2.2,590215,2014,2201
LINC-102375,CGL-202375,"7469 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,3,3.6,394933,2013,3392
LINC-102376,CGL-202376,"5635 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,3,2.6,606029,2004,1989
LINC-102377,CGL-202377,"5299 Memorial Dr NE, Calgary, AB",Panorama Hills,Townhouse,3,1.5,385158,1988,3016
LINC-102378,CGL-202378,"2044 17 Ave SW, Calgary, AB",Seton,Townhouse,4,4.0,276629,1967,525
LINC-102379,CGL-202379,"745 17 Ave SW, Calgary, AB",Brentwood,Condo,3,2.9,864812,1979,797
LINC-102380,CGL-202380,"3973 8 Ave NE, Calgary, AB",Panorama Hills,Detached,3,3.6,322606,1976,522
LINC-102381,CGL-202381,"5408 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,5,1.6,913753,2004,2775
LINC-102382,CGL-202382,"3084 Elbow Dr SW, Calgary, AB",Beltline,Condo,3,1.9,795059,2017,3026
LINC-102383,CGL-202383,"6376 Centre St N, Calgary, AB",Signal Hill,Townhouse,4,1.4,1141648,1978,2232
LINC-102384,CGL-202384,"7456 Elbow Dr SW, Calgary, AB",Seton,Condo,3,2.9,406976,1950,1031
LINC-102385,CGL-202385,"6101 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,2,3.8,551898,1976,785
LINC-102386,CGL-202386,"8715 8 Ave NE, Calgary, AB",Seton,Detached,5,3.4,361003,1967,1279
LINC-102387,CGL-202387,"1130 8 Ave NE, Calgary, AB",Brentwood,Townhouse,2,3.6,926486,1950,3067
LINC-102388,CGL-202388,"5094 Crowchild Trail NW, Calgary, AB",Beltline,Detached,4,3.2,1178495,1961,2628
LINC-102389,CGL-202389,"4109 Centre St N, Calgary, AB",Tuscany,Condo,2,1.6,829596,2009,1913
LINC-102390,CGL-202390,"496 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,4,2.6,341322,2008,1224
LINC-102391,CGL-202391,"3060 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,3,1.8,630829,2021,3071
LINC-102392,CGL-202392,"4452 Centre St N, Calgary, AB",Brentwood,Condo,2,3.6,284281,1991,1083
LINC-102393,CGL-202393,"1578 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,4,2.1,939625,2020,1487
LINC-102394,CGL-202394,"1775 Centre St N, Calgary, AB",Beltline,Townhouse,2,3.2,376804,2010,1219
LINC-102395,CGL-202395,"1137 Centre St N, Calgary, AB",Panorama Hills,Detached,2,2.3,1002032,1977,2812
LINC-102396,CGL-202396,"9644 8 Ave NE, Calgary, AB",Seton,Detached,3,1.5,412730,2023,2821
LINC-102397,CGL-202397,"3607 Elbow Dr SW, Calgary, AB",Mahogany,Detached,1,3.2,1088234,1991,3192
LINC-102398,CGL-202398,"9687 17 Ave SW, Calgary, AB",Panorama Hills,Condo,2,2.7,400861,1980,1182
LINC-102399,CGL-202399,"5426 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,2,3.4,1147265,2019,1332
LINC-102400,CGL-202400,"5346 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,4,1.4,1009993,2009,2519
LINC-102401,CGL-202401,"3685 8 Ave NE, Calgary, AB",Seton,Condo,3,1.7,270510,2023,1862
LINC-102402,CGL-202402,"4376 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,4,2.8,1010248,1964,1239
LINC-102403,CGL-202403,"7420 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,4,1.0,848782,1972,2302
LINC-102404,CGL-202404,"1244 8 Ave NE, Calgary, AB",Beltline,Condo,2,3.0,874842,2009,2658
LINC-102405,CGL-202405,"8254 Elbow Dr SW, Calgary, AB",Beltline,Detached,4,3.1,1107211,1991,1066
LINC-102406,CGL-202406,"9595 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,2,1.4,1101780,1962,1051
LINC-102407,CGL-202407,"6068 Centre St N, Calgary, AB",Panorama Hills,Townhouse,1,2.6,431682,1954,682
LINC-102408,CGL-202408,"4446 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,5,3.4,969338,2009,2624
LINC-102409,CGL-202409,"8348 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,4,2.0,470815,1997,3233
LINC-102410,CGL-202410,"8526 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,5,2.2,313838,1955,1327
LINC-102411,CGL-202411,"384 MacLeod Trail SE, Calgary, AB",Tuscany,Detached,4,2.9,1104246,2023,2850
LINC-102412,CGL-202412,"5354 17 Ave SW, Calgary, AB",Mahogany,Detached,3,3.5,420922,1976,3481
LINC-102413,CGL-202413,"9447 Memorial Dr NE, Calgary, AB",Beltline,Detached,2,2.9,425615,1994,3219
LINC-102414,CGL-202414,"493 17 Ave SW, Calgary, AB",Tuscany,Detached,4,1.8,1160013,2015,1289
LINC-102415,CGL-202415,"1028 Crowchild Trail NW, Calgary, AB",Seton,Detached,1,2.7,742932,1960,1361
LINC-102416,CGL-202416,"9823 Centre St N, Calgary, AB",Beltline,Townhouse,1,1.4,300768,1969,3497
LINC-102417,CGL-202417,"2586 17 Ave SW, Calgary, AB",Brentwood,Detached,1,3.6,984424,2008,2179
LINC-102418,CGL-202418,"7744 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,1,1.3,1058847,1961,974
LINC-102419,CGL-202419,"1946 Centre St N, Calgary, AB",Mahogany,Detached,2,3.7,293884,1965,3029
LINC-102420,CGL-202420,"622 Centre St N, Calgary, AB",Brentwood,Townhouse,3,3.0,804859,2006,1518
LINC-102421,CGL-202421,"3343 Crowchild Trail NW, Calgary, AB",Panorama Hills,Townhouse,2,1.1,849663,1974,2267
LINC-102422,CGL-202422,"6330 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,1,3.0,727462,1988,2633
LINC-102423,CGL-202423,"1797 8 Ave NE, Calgary, AB",Seton,Condo,2,1.3,548267,1952,2787
LINC-102424,CGL-202424,"6568 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,3,3.6,854430,1991,1051
LINC-102425,CGL-202425,"2559 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,2,1.1,1113227,1974,3369
LINC-102426,CGL-202426,"6108 MacLeod Trail SE, Calgary, AB",Panorama Hills,Condo,1,3.4,1021734,1950,1379
LINC-102427,CGL-202427,"9420 Crowchild Trail NW, Calgary, AB",Tuscany,Detached,5,2.5,267918,1962,1437
LINC-102428,CGL-202428,"7533 17 Ave SW, Calgary, AB",Brentwood,Condo,2,2.3,626455,2020,1837
LINC-102429,CGL-202429,"8941 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,2,1.6,278355,1983,806
LINC-102430,CGL-202430,"2658 17 Ave SW, Calgary, AB",Brentwood,Condo,1,2.3,629398,1970,2463
LINC-102431,CGL-202431,"3881 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,1,1.5,899513,1957,2314
LINC-102432,CGL-202432,"1498 Centre St N, Calgary, AB",Mahogany,Townhouse,1,2.2,386301,1966,1652
LINC-102433,CGL-202433,"8800 Elbow Dr SW, Calgary, AB",Beltline,Condo,3,1.8,1156027,1970,3303
LINC-102434,CGL-202434,"224 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,3,1.1,311496,1965,569
LINC-102435,CGL-202435,"6050 Centre St N, Calgary, AB",Mahogany,Townhouse,4,2.1,1186422,1989,3051
LINC-102436,CGL-202436,"1163 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,3,2.1,695823,1972,1508
LINC-102437,CGL-202437,"4216 Centre St N, Calgary, AB",Seton,Detached,2,3.5,513296,2009,2278
LINC-102438,CGL-202438,"144 17 Ave SW, Calgary, AB",Beltline,Townhouse,1,3.3,1085986,2015,1002
LINC-102439,CGL-202439,"734 8 Ave NE, Calgary, AB",Beltline,Townhouse,4,2.7,355253,2007,2132
LINC-102440,CGL-202440,"4624 Memorial Dr NE, Calgary, AB",Beltline,Condo,2,2.3,294693,2019,553
LINC-102441,CGL-202441,"8568 17 Ave SW, Calgary, AB",Seton,Townhouse,3,2.3,405327,1953,3448
LINC-102442,CGL-202442,"1872 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,4,1.3,783057,1955,2173
LINC-102443,CGL-202443,"7521 17 Ave SW, Calgary, AB",Brentwood,Detached,4,3.1,598273,1960,695
LINC-102444,CGL-202444,"4814 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,4,1.9,1089937,2001,1216
LINC-102445,CGL-202445,"1971 Elbow Dr SW, Calgary, AB",Brentwood,Detached,1,2.7,440553,1994,2677
LINC-102446,CGL-202446,"8752 Elbow Dr SW, Calgary, AB",Tuscany,Condo,4,3.1,875119,1982,2532
LINC-102447,CGL-202447,"586 8 Ave NE, Calgary, AB",Beltline,Townhouse,1,2.0,953647,1975,2986
LINC-102448,CGL-202448,"6695 8 Ave NE, Calgary, AB",Seton,Condo,3,3.5,1182851,2000,2289
LINC-102449,CGL-202449,"2539 17 Ave SW, Calgary, AB",Tuscany,Townhouse,1,2.6,1121044,1967,3365
LINC-102450,CGL-202450,"7882 17 Ave SW, Calgary, AB",Beltline,Detached,3,2.2,696235,1962,1772
LINC-102451,CGL-202451,"5512 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,1,3.4,303034,2007,2910
LINC-102452,CGL-202452,"8056 Elbow Dr SW, Calgary, AB",Mahogany,Detached,3,1.1,1035407,1983,2898
LINC-102453,CGL-202453,"3965 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,1,3.5,840265,1984,2851
LINC-102454,CGL-202454,"149 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,1,1.9,430481,1955,1546
LINC-102455,CGL-202455,"8322 17 Ave SW, Calgary, AB",Seton,Townhouse,3,2.9,876978,2013,2117
LINC-102456,CGL-202456,"8770 Centre St N, Calgary, AB",Panorama Hills,Detached,1,1.6,868992,2006,3306
LINC-102457,CGL-202457,"2070 Memorial Dr NE, Calgary, AB",Mahogany,Condo,5,2.7,556830,1963,2182
LINC-102458,CGL-202458,"6358 17 Ave SW, Calgary, AB",Brentwood,Detached,4,1.9,301489,2012,2465
LINC-102459,CGL-202459,"9455 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,2,3.3,708116,1973,1363
LINC-102460,CGL-202460,"8544 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,3,2.7,369473,2007,560
LINC-102461,CGL-202461,"1197 Elbow Dr SW, Calgary, AB",Seton,Condo,2,3.7,1139319,1967,607
LINC-102462,CGL-202462,"3611 Centre St N, Calgary, AB",Beltline,Townhouse,4,3.5,816808,1971,932
LINC-102463,CGL-202463,"1558 Centre St N, Calgary, AB",Beltline,Detached,1,2.9,942521,1983,889
LINC-102464,CGL-202464,"9041 Memorial Dr NE, Calgary, AB",Beltline,Detached,3,3.1,1037402,2023,2601
LINC-102465,CGL-202465,"9856 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,4,3.7,1191041,1964,842
LINC-102466,CGL-202466,"7381 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,5,2.9,553842,2015,625
LINC-102467,CGL-202467,"1256 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,3,2.6,418523,1965,2348
LINC-102468,CGL-202468,"5933 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,2,2.7,711744,2014,2031
LINC-102469,CGL-202469,"7270 17 Ave SW, Calgary, AB",Signal Hill,Detached,1,3.4,522106,2019,691
LINC-102470,CGL-202470,"6961 Centre St N, Calgary, AB",Tuscany,Condo,1,3.5,438565,1974,2057
LINC-102471,CGL-202471,"9331 17 Ave SW, Calgary, AB",Tuscany,Townhouse,4,1.3,929426,1960,1146
LINC-102472,CGL-202472,"8470 Centre St N, Calgary, AB",Panorama Hills,Townhouse,3,3.4,879042,2004,2792
LINC-102473,CGL-202473,"8368 8 Ave NE, Calgary, AB",Mahogany,Townhouse,4,2.7,952835,2011,3222
LINC-102474,CGL-202474,"919 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,3,1.7,373641,1983,862
LINC-102475,CGL-202475,"9618 Centre St N, Calgary, AB",Beltline,Condo,4,1.1,1193285,2020,3130
LINC-102476,CGL-202476,"4165 8 Ave NE, Calgary, AB",Mahogany,Condo,5,2.7,599497,1998,1950
LINC-102477,CGL-202477,"1853 Memorial Dr NE, Calgary, AB",Mahogany,Townhouse,4,1.5,921087,1955,2977
LINC-102478,CGL-202478,"7008 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,5,2.1,823359,1981,3450
LINC-102479,CGL-202479,"4438 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,3,2.4,577568,1969,765
LINC-102480,CGL-202480,"7373 17 Ave SW, Calgary, AB",Brentwood,Townhouse,3,1.3,399253,1970,1956
LINC-102481,CGL-202481,"9602 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,4,1.8,823268,1966,501
LINC-102482,CGL-202482,"8333 Crowchild Trail NW, Calgary, AB",Seton,Detached,3,2.6,808580,2014,1433
LINC-102483,CGL-202483,"773 Centre St N, Calgary, AB",Brentwood,Condo,4,2.4,1039467,2017,2323
LINC-102484,CGL-202484,"9962 Crowchild Trail NW, Calgary, AB",Beltline,Condo,1,2.9,316490,1961,1728
LINC-102485,CGL-202485,"1310 8 Ave NE, Calgary, AB",Seton,Detached,5,3.7,1009977,1981,1965
LINC-102486,CGL-202486,"9925 Elbow Dr SW, Calgary, AB",Seton,Detached,2,3.1,363204,1979,1373
LINC-102487,CGL-202487,"7884 Elbow Dr SW, Calgary, AB",Mahogany,Detached,3,1.6,510702,1955,1542
LINC-102488,CGL-202488,"5362 Crowchild Trail NW, Calgary, AB",Signal Hill,Detached,4,2.0,1120379,1952,1178
LINC-102489,CGL-202489,"6003 MacLeod Trail SE, Calgary, AB",Seton,Condo,4,1.4,380620,1962,2256
LINC-102490,CGL-202490,"5308 Elbow Dr SW, Calgary, AB",Beltline,Detached,3,1.8,1075961,2022,2205
LINC-102491,CGL-202491,"6687 Memorial Dr NE, Calgary, AB",Beltline,Condo,4,3.7,1033833,1958,2612
LINC-102492,CGL-202492,"2177 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,5,2.7,823173,1955,2739
LINC-102493,CGL-202493,"8964 Elbow Dr SW, Calgary, AB",Beltline,Condo,4,3.5,402526,1962,1612
LINC-102494,CGL-202494,"1404 Centre St N, Calgary, AB",Tuscany,Condo,5,3.5,359666,1978,1837
LINC-102495,CGL-202495,"3126 Centre St N, Calgary, AB",Panorama Hills,Condo,3,2.6,896413,2018,3028
LINC-102496,CGL-202496,"4179 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,5,2.6,576752,2014,2061
LINC-102497,CGL-202497,"9393 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,3,2.0,523907,1990,3202
LINC-102498,CGL-202498,"907 17 Ave SW, Calgary, AB",Beltline,Townhouse,2,3.2,962531,1973,739
LINC-102499,CGL-202499,"7927 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,4,3.7,296649,1994,964
LINC-102500,CGL-202500,"1253 Centre St N, Calgary, AB",Beltline,Condo,1,1.7,874958,2018,2774
LINC-102501,CGL-202501,"6569 8 Ave NE, Calgary, AB",Mahogany,Condo,2,2.2,993814,1966,909
LINC-102502,CGL-202502,"8532 Crowchild Trail NW, Calgary, AB",Tuscany,Condo,3,2.8,647392,2012,531
LINC-102503,CGL-202503,"905 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,5,1.9,392487,1988,2672
LINC-102504,CGL-202504,"9608 MacLeod Trail SE, Calgary, AB",Brentwood,Detached,3,3.8,643262,1985,2780
LINC-102505,CGL-202505,"7225 Centre St N, Calgary, AB",Mahogany,Condo,1,2.0,706973,1983,1162
LINC-102506,CGL-202506,"335 Memorial Dr NE, Calgary, AB",Seton,Condo,3,2.3,631878,2012,2314
LINC-102507,CGL-202507,"5669 Crowchild Trail NW, Calgary, AB",Beltline,Townhouse,4,3.3,573508,1990,1404
LINC-102508,CGL-202508,"3250 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,1,2.3,504297,1997,1557
LINC-102509,CGL-202509,"6726 Centre St N, Calgary, AB",Seton,Detached,2,3.3,602853,1987,721
LINC-102510,CGL-202510,"1876 Centre St N, Calgary, AB",Panorama Hills,Condo,5,2.8,490021,1956,537
LINC-102511,CGL-202511,"7071 8 Ave NE, Calgary, AB",Seton,Detached,1,1.5,558399,1973,2351
LINC-102512,CGL-202512,"7115 Centre St N, Calgary, AB",Panorama Hills,Townhouse,4,1.9,390862,1990,3011
LINC-102513,CGL-202513,"1203 Centre St N, Calgary, AB",Beltline,Detached,1,1.5,993588,1962,878
LINC-102514,CGL-202514,"6203 Memorial Dr NE, Calgary, AB",Signal Hill,Condo,5,3.4,920478,1999,745
LINC-102515,CGL-202515,"200 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,1,2.4,791348,2000,2470
LINC-102516,CGL-202516,"8202 Crowchild Trail NW, Calgary, AB",Brentwood,Detached,1,1.5,874452,1995,2318
LINC-102517,CGL-202517,"323 Memorial Dr NE, Calgary, AB",Tuscany,Condo,2,4.0,678394,1983,1172
LINC-102518,CGL-202518,"7063 17 Ave SW, Calgary, AB",Brentwood,Townhouse,1,3.8,306068,1976,2665
LINC-102519,CGL-202519,"4216 8 Ave NE, Calgary, AB",Panorama Hills,Condo,3,1.7,612512,1999,2680
LINC-102520,CGL-202520,"887 Centre St N, Calgary, AB",Signal Hill,Condo,2,2.1,527586,2015,1216
LINC-102521,CGL-202521,"5175 8 Ave NE, Calgary, AB",Beltline,Townhouse,5,3.1,493857,2014,1828
LINC-102522,CGL-202522,"4248 MacLeod Trail SE, Calgary, AB",Seton,Condo,1,1.1,700087,1982,1751
LINC-102523,CGL-202523,"6119 MacLeod Trail SE, Calgary, AB",Panorama Hills,Condo,3,3.2,1162125,1975,814
LINC-102524,CGL-202524,"1925 8 Ave NE, Calgary, AB",Brentwood,Detached,4,1.9,813365,2012,3294
LINC-102525,CGL-202525,"1490 Centre St N, Calgary, AB",Mahogany,Condo,2,1.7,557725,1971,2504
LINC-102526,CGL-202526,"2880 17 Ave SW, Calgary, AB",Brentwood,Townhouse,5,2.1,427960,1959,2444
LINC-102527,CGL-202527,"5893 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,5,1.2,1137928,1958,2985
LINC-102528,CGL-202528,"6441 8 Ave NE, Calgary, AB",Seton,Detached,3,2.0,916204,1974,635
LINC-102529,CGL-202529,"6434 Crowchild Trail NW, Calgary, AB",Seton,Detached,3,3.2,777477,1968,1592
LINC-102530,CGL-202530,"3859 MacLeod Trail SE, Calgary, AB",Seton,Detached,3,1.0,1149508,1963,2608
LINC-102531,CGL-202531,"1232 Elbow Dr SW, Calgary, AB",Seton,Condo,4,2.4,550527,2015,774
LINC-102532,CGL-202532,"7062 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,3,1.8,952573,1996,1571
LINC-102533,CGL-202533,"4390 Centre St N, Calgary, AB",Beltline,Townhouse,2,3.5,1171706,1996,3319
LINC-102534,CGL-202534,"1180 Centre St N, Calgary, AB",Signal Hill,Townhouse,2,2.4,1072375,2020,938
LINC-102535,CGL-202535,"355 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,3,1.7,874695,1965,1102
LINC-102536,CGL-202536,"8892 Centre St N, Calgary, AB",Signal Hill,Townhouse,3,3.6,1021061,1999,3048
LINC-102537,CGL-202537,"9404 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,5,2.5,412533,1957,1753
LINC-102538,CGL-202538,"5252 Centre St N, Calgary, AB",Signal Hill,Townhouse,2,3.5,359737,1985,2340
LINC-102539,CGL-202539,"2353 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,1,3.4,1153713,2019,2061
LINC-102540,CGL-202540,"4239 8 Ave NE, Calgary, AB",Tuscany,Detached,2,3.5,930208,1978,2926
LINC-102541,CGL-202541,"7465 8 Ave NE, Calgary, AB",Signal Hill,Detached,2,2.7,358216,1969,961
LINC-102542,CGL-202542,"9106 Centre St N, Calgary, AB",Beltline,Condo,2,3.8,844103,1976,1206
LINC-102543,CGL-202543,"8571 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,5,2.7,472393,1971,1096
LINC-102544,CGL-202544,"2084 17 Ave SW, Calgary, AB",Seton,Detached,1,1.6,434265,1950,566
LINC-102545,CGL-202545,"1132 Elbow Dr SW, Calgary, AB",Signal Hill,Condo,4,2.3,370181,1955,622
LINC-102546,CGL-202546,"8421 Memorial Dr NE, Calgary, AB",Panorama Hills,Townhouse,5,3.8,959608,2011,3428
LINC-102547,CGL-202547,"6428 17 Ave SW, Calgary, AB",Beltline,Townhouse,1,3.5,448548,1997,2071
LINC-102548,CGL-202548,"1622 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,2,3.7,553419,1990,3161
LINC-102549,CGL-202549,"4097 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,5,3.3,1074357,2011,1631
LINC-102550,CGL-202550,"6999 Memorial Dr NE, Calgary, AB",Seton,Townhouse,2,1.6,574356,2002,2911
LINC-102551,CGL-202551,"5283 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,1,1.0,1018957,1952,2372
LINC-102552,CGL-202552,"6723 8 Ave NE, Calgary, AB",Beltline,Condo,3,3.8,1028247,1998,2292
LINC-102553,CGL-202553,"1321 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,1,2.3,1190453,1999,2228
LINC-102554,CGL-202554,"4501 17 Ave SW, Calgary, AB",Beltline,Detached,4,3.7,563619,1961,3403
